,Loan_ID,Name,Las_Name,Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,ZIP,Primary City,latitude,longitude
30116,197,91,73,1,20,1,0,0,0,2102,2247.690433802803,108.87690707186741,360.0,1.0,0,1,33018,3,25.95,-80.5
30123,318,329,135,1,24,1,0,0,0,759,3205.1411802222765,121.16043145662934,360.0,1.0,2,1,33162,3,25.6,-80.31
30125,316,345,117,0,31,1,2,0,0,1218,1563.1449027942235,121.35665390322214,360.0,0.0,2,0,33137,1,25.75,-80.31
30127,158,252,44,0,33,0,0,0,0,1001,1657.135843137849,177.69601418101843,360.0,1.0,2,1,33054,3,25.85,-80.26
30129,200,148,150,1,46,0,0,0,0,7236,3314.475734579046,136.99409819244184,180.0,1.0,1,1,33129,3,25.7,-80.41
30130,364,20,111,1,27,0,0,0,0,1843,1824.865557814104,174.43186944534992,360.0,1.0,1,0,33010,3,25.72,-80.4
30133,372,115,46,1,49,0,0,0,0,3223,1028.801430478997,96.71411590076859,360.0,1.0,0,0,33179,3,25.73,-80.5
30135,120,309,18,0,38,0,0,1,0,4370,2559.780057667274,155.64637129011288,360.0,1.0,1,1,33109,3,25.7,-80.13
30136,281,71,166,1,22,1,0,0,0,1738,1103.8132754282494,204.9680251501186,360.0,1.0,1,1,33131,3,25.9,-80.4
30139,371,306,32,0,33,0,2,0,0,6242,1030.4967383031308,111.23844259641906,360.0,0.0,1,1,33150,1,25.77,-80.46
30140,297,90,114,1,23,1,0,0,0,1083,1077.9867962732374,249.60365305494753,360.0,1.0,0,1,33196,3,25.77,-80.34
30141,328,350,135,0,34,1,2,0,0,1382,2125.6118137721905,156.6586751806418,180.0,0.0,0,1,33184,3,25.86,-80.21
30144,231,65,171,0,36,0,0,0,0,2002,1503.622992108274,135.55019479988152,360.0,1.0,0,0,33175,4,25.9,-80.18
30145,102,252,88,1,39,1,3,0,1,2524,922.7163306328029,93.54746687555811,360.0,1.0,0,1,33131,3,25.77,-80.38
30146,396,356,50,1,33,1,3,0,0,2153,1553.3846644525254,207.50216974126357,360.0,1.0,0,0,33180,1,25.53,-80.18
30148,58,196,163,0,35,0,0,1,0,5612,2339.1513868919596,260.80744372114896,360.0,1.0,1,1,33125,3,25.93,-80.28
30149,331,10,3,1,37,1,2,0,0,2549,1360.2912804821267,117.85874994183878,360.0,1.0,1,1,33035,3,25.85,-80.18
30150,51,53,54,0,45,0,1,0,1,2649,3549.554942353303,285.3669082048708,360.0,1.0,2,0,33138,3,25.75,-80.19
30152,380,344,28,1,26,1,0,1,0,1071,1188.5905033231838,132.36425123306864,480.0,1.0,1,0,33194,3,25.75,-80.24
30154,30,347,66,0,28,1,2,0,0,3075,1628.4793352997874,133.92080739004044,360.0,1.0,0,1,33129,3,25.56,-80.4
30156,112,306,105,1,42,0,0,0,1,2838,1941.6234646453886,202.31159920593157,180.0,1.0,1,1,33138,3,25.74,-80.28
30159,181,260,1,0,34,1,0,0,0,2622,2610.8355239155285,139.13132021516137,360.0,1.0,0,1,33018,3,25.76,-80.36
30161,371,279,114,1,35,1,2,0,0,3339,1165.1308752021666,197.61169186219342,360.0,1.0,0,1,33129,1,25.94,-80.24
30163,73,256,69,1,33,1,1,0,1,1558,1804.9135476794568,98.94440503139384,360.0,1.0,0,1,33143,3,25.75,-80.4
30164,263,160,80,1,19,0,3,0,0,2034,3783.4430774863968,132.58514796682445,360.0,1.0,2,0,33158,3,25.6,-80.63
30168,37,336,128,1,32,0,0,0,0,1100,2537.7566267530924,159.99526484079016,360.0,1.0,1,1,33162,3,25.76,-80.34
30170,100,68,117,1,32,0,2,0,0,1060,1735.4815890522284,204.23843386414427,360.0,1.0,2,1,33030,3,25.78,-80.41
30178,261,118,104,1,45,0,0,1,0,2252,1259.8832576160487,164.57264944188495,360.0,1.0,0,1,33030,3,25.85,-80.15
30180,390,257,130,0,23,0,3,0,0,2125,4265.715245596695,157.31507396208397,360.0,0.0,0,1,33054,3,25.9,-80.2
30182,346,150,77,1,34,1,0,0,1,3966,1663.033711742415,175.37668100971013,360.0,1.0,0,1,33016,3,25.48,-80.58
30183,266,35,10,1,22,1,0,0,0,3588,2315.0578149972835,136.931022834003,180.0,1.0,1,1,33165,3,25.71,-80.27
30185,291,147,43,1,27,0,0,0,0,1082,1815.0868306323455,161.26830563128738,360.0,1.0,2,0,33030,3,25.76,-80.36
30187,39,249,166,1,41,0,0,0,0,966,1461.4503098549478,114.72988904731561,180.0,1.0,2,1,33140,3,25.76,-80.19
30189,371,157,135,1,43,1,0,0,0,2151,1547.2672212961113,132.65871840196596,360.0,1.0,2,0,33137,3,25.92,-80.36
30190,374,190,130,1,36,1,0,0,0,1661,2301.6180507092063,134.59162635527267,360.0,1.0,0,1,33032,3,25.76,-80.2
30191,391,242,135,1,50,0,0,0,0,825,1589.0615417556864,186.50579052843116,360.0,1.0,2,1,33130,3,25.7,-80.31
30196,355,314,88,1,29,1,0,0,0,2740,2185.338130170936,99.7512754879353,360.0,1.0,1,1,33145,3,25.5,-80.19
30198,261,4,135,1,37,0,0,0,0,902,1805.699769166485,277.31144035462955,360.0,1.0,2,1,33147,3,25.52,-80.21
30201,361,7,1,1,39,0,0,0,0,739,1939.7923620165298,116.07825037587898,360.0,1.0,0,1,33015,3,25.7,-80.49
30202,178,159,55,1,34,1,2,1,0,1916,1675.2771941751043,220.22742558134792,360.0,1.0,0,1,33034,3,25.76,-80.24
30205,366,128,134,1,23,1,2,1,0,2171,2160.073625214552,231.26526132788544,360.0,0.0,0,1,33144,3,25.94,-80.3
30207,149,184,135,1,39,0,0,0,0,1951,2453.58850122668,114.01208865897163,360.0,1.0,0,0,33010,3,25.49,-80.27
30208,382,261,88,1,21,0,0,0,0,1313,3988.761867904458,289.1935820497008,180.0,1.0,0,0,33147,3,25.96,-80.41
30210,350,209,25,1,44,1,1,0,1,3170,1855.1394493029002,136.21661943342204,180.0,1.0,0,1,33156,3,25.9,-80.41
30211,279,284,114,0,41,1,2,0,0,1134,2372.761447025787,189.42212464135588,360.0,1.0,1,0,33185,3,25.91,-80.3
30215,141,104,128,0,20,0,0,1,0,845,1575.557765239234,93.31002676765564,480.0,0.0,1,1,33193,3,25.68,-80.4
30216,215,49,79,0,35,1,2,0,0,2474,2064.054603465441,216.3833547467758,84.0,0.0,2,1,33016,4,25.57,-80.27
30217,58,59,65,0,41,1,0,0,0,2303,3280.2035662206818,101.30550838984662,360.0,1.0,0,1,33167,3,25.81,-80.36
30218,297,252,160,1,34,0,0,0,1,1862,1255.6317157060707,122.0109845501569,300.0,1.0,1,0,33162,3,25.96,-80.47
30219,362,4,114,1,50,0,1,0,0,2329,1941.109082585435,122.94008184324818,180.0,1.0,0,1,33149,0,25.48,-80.38
30221,374,158,114,1,27,0,0,0,0,1818,592.2610159631322,97.14656829870039,360.0,1.0,0,0,33056,3,25.56,-80.36
30229,285,43,122,1,34,0,0,0,0,1960,2917.845847225456,119.78333913526565,360.0,1.0,0,1,33031,3,25.77,-80.34
30233,98,301,1,1,36,1,0,0,1,1254,2159.674101302323,140.27469515372178,360.0,1.0,1,0,33039,3,25.92,-80.45
30237,99,189,18,1,22,0,0,0,0,2433,2579.5220430529275,112.78397148493835,300.0,1.0,1,1,33129,3,25.56,-80.21
30238,67,32,114,1,39,0,1,0,0,1357,3305.7014924026166,162.3275273363023,360.0,1.0,0,1,33012,3,25.68,-80.24
30243,365,64,159,1,47,1,0,0,0,2395,1339.9864370183116,134.5839957632566,180.0,1.0,1,0,33154,4,25.89,-80.27
30244,5,248,122,1,28,1,2,0,0,1859,1960.064259834779,118.49537657931877,360.0,1.0,0,0,33014,3,25.53,-80.21
30245,380,305,0,1,25,1,0,1,0,1128,1295.7506396946496,140.79601873183967,360.0,1.0,1,1,33184,1,25.61,-80.24
30247,385,25,155,1,41,1,1,0,0,1755,1925.9366286722577,104.8321684547789,60.0,1.0,2,1,33039,4,25.77,-80.24
30248,397,103,30,1,24,0,1,0,0,3394,2034.576719373433,95.83390938815911,36.0,1.0,1,1,33018,3,25.96,-80.29
30249,341,357,165,0,20,1,3,0,0,3091,2217.221602283372,93.34767932598407,360.0,0.0,1,1,33175,7,25.57,-80.28
30251,107,304,84,0,50,0,0,0,0,2160,1613.7242993970863,129.4870212209742,360.0,0.0,0,0,33147,0,25.89,-80.18
30253,99,137,135,1,34,1,0,1,1,983,2023.049263561149,119.85995239177262,360.0,0.0,0,1,33013,3,25.81,-80.18
30259,5,228,60,1,29,0,0,0,0,5160,3048.3029766911636,168.2848132223325,360.0,0.0,0,1,33034,3,25.66,-80.21
30260,365,202,135,0,25,0,0,0,0,2609,1216.9189167151962,124.23160538722277,360.0,1.0,0,1,33031,6,25.89,-80.21
30263,46,110,130,1,47,0,0,0,0,2509,2433.0154596169286,123.2622815791346,360.0,1.0,2,1,33173,3,25.89,-80.24
30264,192,145,4,1,44,1,0,0,1,2752,1569.1690504230744,99.83125242783164,300.0,1.0,0,1,33184,1,25.75,-80.24
30268,125,67,11,0,23,1,0,0,0,1543,1135.721981024792,109.99205459056309,360.0,1.0,2,1,33134,3,25.85,-80.2
30269,394,164,114,0,22,0,0,0,0,5264,1292.2557668242462,106.90176771757085,360.0,1.0,2,1,33142,0,25.53,-80.41
30270,294,130,145,1,30,0,0,0,0,3833,1694.9014245377768,116.97794734505993,360.0,0.0,2,1,33168,3,25.85,-80.31
30272,54,191,38,0,22,0,0,0,0,1756,1015.8287191662965,148.83795017519566,360.0,0.0,2,1,33130,3,25.93,-80.21
30274,255,354,10,1,22,1,3,0,0,1829,1803.1638477451686,190.04720740769795,360.0,0.0,1,0,33015,4,25.9,-80.36
30279,230,73,25,1,39,0,1,1,0,897,3061.0968774357407,164.27530535348518,36.0,1.0,2,0,33010,3,25.78,-80.21
30280,392,248,1,1,29,1,3,0,0,1529,3367.8309327800325,119.24356600314715,360.0,1.0,0,1,33193,3,25.88,-80.41
30283,167,0,144,1,51,1,0,0,0,1788,1689.2726322259489,180.74881911366788,360.0,1.0,1,0,33194,3,25.89,-80.5
30289,24,252,26,0,34,1,0,0,1,1119,1488.9076287464006,257.06348311440473,360.0,1.0,0,1,33189,3,25.76,-80.17
30292,313,179,160,1,31,1,0,0,0,2686,1161.1859369548813,239.11699327447127,360.0,1.0,1,1,33010,3,25.7,-80.23
30296,393,170,144,1,25,1,0,0,0,2086,2358.2106915578383,158.8000584596736,180.0,1.0,2,1,33170,4,25.9,-80.5
30299,118,223,1,0,44,1,2,0,0,741,1881.2959148297462,99.54336324436183,360.0,1.0,2,1,33137,3,25.68,-80.32
30301,142,338,168,1,27,1,0,0,0,1751,1487.2665237766446,143.55962786899929,360.0,0.0,0,1,33165,1,25.7,-80.21
30308,325,169,135,1,37,0,0,0,0,1049,1991.3937670530465,106.49583557090509,360.0,1.0,2,1,33033,3,25.52,-80.29
30309,314,15,144,1,47,1,0,0,0,3505,1945.2141160791425,96.58478878127953,360.0,1.0,2,0,33126,7,25.89,-80.36
30311,100,28,63,1,24,1,1,1,0,888,3092.8319595024527,151.98779837429424,360.0,1.0,1,1,33178,2,25.92,-80.18
30312,50,213,135,0,25,1,0,0,0,1397,2094.6447843574597,102.54699207744932,360.0,1.0,0,1,33034,4,25.76,-80.18
30313,215,48,37,1,30,1,0,0,1,3226,1193.7804449234632,348.83843150616224,360.0,1.0,1,1,33033,3,25.56,-80.15
30315,64,195,114,1,32,0,3,0,0,4621,1989.5695565506057,273.3684757780831,360.0,0.0,0,1,33039,1,25.71,-80.34
30319,14,348,135,1,33,0,0,0,0,1600,1788.993109516327,131.80231755300468,360.0,1.0,0,1,33131,0,25.89,-80.26
30322,124,342,44,1,24,0,0,0,0,1454,2089.533424908702,170.18553423527513,180.0,1.0,0,0,33101,0,25.72,-80.36
30328,235,319,134,1,33,0,1,0,0,2079,1334.5511928039527,113.21938448095183,36.0,0.0,0,0,33013,1,25.73,-80.36
30330,94,7,135,0,22,0,0,1,0,1518,1439.6141297717227,130.1045879031261,360.0,0.0,1,1,33145,3,25.53,-80.39
30332,317,88,144,1,24,1,3,0,1,3061,1253.1537368332747,207.46868553127032,180.0,1.0,0,1,33016,3,25.86,-80.36
30333,331,112,8,1,42,0,0,0,0,1357,1793.7207566634295,220.15823072014166,360.0,1.0,0,1,33158,3,25.82,-80.47
30340,47,137,161,1,20,1,3,1,0,2707,2410.4917814299074,106.70453029211664,360.0,0.0,1,1,33176,3,25.79,-80.3
30345,374,175,152,0,20,0,0,0,0,1071,1262.820043748001,150.56025382129843,360.0,0.0,0,1,33143,3,25.91,-80.16
30346,171,10,28,1,44,1,0,0,0,1581,1721.814156620493,107.07148130413958,180.0,1.0,0,0,33145,3,25.82,-80.29
30347,43,269,135,1,35,0,3,0,0,1606,3249.066929916515,109.35030726971263,360.0,1.0,0,1,33150,1,25.46,-80.34
30350,173,43,119,1,25,1,2,0,0,2167,1918.8652501197191,198.0848770439854,360.0,0.0,0,0,33170,1,25.76,-80.29
30358,296,85,70,1,24,1,0,1,0,2164,1145.6372879794897,106.9238800822587,360.0,1.0,2,1,33031,1,25.95,-80.3
30359,343,135,164,1,24,1,0,0,0,3172,580.9783058241887,113.8058605673797,360.0,1.0,0,1,33180,3,25.68,-80.21
30360,245,293,25,1,30,0,2,0,0,1557,767.889177723146,160.88346740485605,180.0,1.0,1,1,33190,3,25.53,-80.21
30362,162,206,64,1,45,1,0,1,0,4448,1532.2133777631564,177.77685799448827,180.0,0.0,2,0,33015,6,25.73,-80.41
30366,116,269,114,1,27,0,0,0,0,2429,2249.8156863190143,139.9987249743372,360.0,1.0,0,0,33032,3,25.52,-80.23
30370,49,102,68,1,42,1,1,0,1,2133,1572.3239982266432,123.55158033263945,360.0,0.0,0,1,33166,0,25.49,-80.18
30372,322,305,135,1,21,1,0,0,0,1773,826.3727857980547,186.06287331459455,360.0,1.0,2,1,33180,3,25.96,-80.36
30377,189,145,150,1,46,0,0,0,0,897,2674.5672583733935,109.20427744248813,360.0,1.0,1,1,33125,3,25.78,-80.15
30378,176,141,114,1,37,1,0,0,0,1461,1501.281065428059,94.48366047015054,360.0,1.0,0,1,33181,3,25.85,-80.27
30383,196,328,55,1,46,0,0,0,1,3574,3544.2887994993125,103.60016539920376,360.0,1.0,1,1,33030,7,25.7,-80.38
30388,351,276,135,1,25,0,0,0,0,1610,2339.921724132763,283.1515397890937,360.0,1.0,0,1,33173,3,25.9,-80.51
30393,378,26,116,1,22,0,3,0,1,2619,966.2123346965172,120.8121365030749,360.0,0.0,1,0,33196,7,25.61,-80.18
30394,292,104,119,1,33,1,2,0,0,806,1881.3683468005127,112.51723872544447,360.0,1.0,0,1,33182,3,25.9,-80.18
30396,353,53,135,1,32,0,3,0,0,5257,3475.751657039077,97.39481147678865,360.0,1.0,0,0,33168,3,25.93,-80.28
30397,77,154,5,1,26,1,0,0,0,802,2306.981771380526,134.8910899781281,360.0,1.0,1,1,33054,3,25.73,-80.41
30398,242,351,121,1,19,0,1,1,0,3344,2078.313408238949,173.08771202710597,480.0,0.0,1,1,33189,4,25.78,-80.15
30399,385,130,1,1,24,1,2,1,0,1031,1960.831351347923,99.6966555298542,360.0,1.0,2,0,33134,3,25.81,-80.47
30401,11,318,119,1,24,1,0,0,0,3786,1953.1315784956898,172.83526142578094,360.0,0.0,0,0,33016,0,25.7,-80.26
30403,157,162,33,1,37,0,0,0,0,1742,3370.7945961625683,136.8741637990616,180.0,1.0,2,1,33126,3,25.66,-80.36
30404,91,109,165,1,39,1,0,0,0,2784,1441.2815791455619,103.85546321513225,360.0,1.0,2,1,33128,1,25.79,-80.18
30406,261,273,38,1,31,1,3,0,0,992,1924.272527358442,190.30800363543486,60.0,0.0,2,1,33186,3,25.5,-80.46
30410,72,47,164,1,45,1,0,0,0,1097,2325.632532558343,139.98219907393874,360.0,1.0,0,1,33126,3,25.7,-80.15
30413,232,288,155,1,41,0,0,1,0,1088,2398.183303107018,144.65951212928402,360.0,1.0,1,0,33032,3,25.85,-80.21
30416,214,189,130,1,25,0,2,0,0,1925,1947.375129377525,222.56932182214737,360.0,1.0,2,1,33155,3,25.94,-80.18
30421,214,104,101,1,24,0,3,0,0,986,1343.9442749393204,99.92351886356138,180.0,1.0,0,1,33165,3,25.85,-80.36
30422,370,267,114,1,48,0,0,1,0,943,1328.2582716916058,147.37642882375934,360.0,0.0,2,1,33131,3,25.78,-80.36
30427,306,186,111,1,32,1,0,1,0,5700,2978.047914549009,131.26708512952618,300.0,1.0,0,0,33175,6,25.81,-80.46
30429,348,14,164,1,28,1,0,1,1,1644,1349.4852904220265,127.28685345400635,360.0,1.0,0,1,33030,3,25.76,-80.34
30430,128,163,160,1,26,1,0,0,0,3024,1897.2045075958367,112.1212947238914,360.0,1.0,1,1,33160,3,25.93,-80.35
30435,355,74,130,1,41,0,2,0,0,1870,1393.7720505411733,155.41869486572975,360.0,1.0,1,0,33190,3,25.81,-80.51
30439,24,347,155,0,34,0,0,0,0,761,388.19275660019184,243.3211366019573,360.0,0.0,2,0,33033,1,25.79,-80.3
30440,338,275,123,1,23,0,2,0,1,2253,1318.190924216332,99.33148372842169,360.0,0.0,0,1,33145,3,25.82,-80.58
30441,28,126,10,1,31,0,0,0,0,4102,2304.5415528202493,300.51329693741417,360.0,1.0,1,0,33030,3,25.82,-80.5
30444,81,200,39,0,29,1,3,0,1,2902,1575.650909362176,176.44593471677015,360.0,1.0,0,1,33170,3,25.65,-80.17
30450,403,260,44,1,21,0,1,0,0,1550,1304.4585856383112,95.24880400760993,360.0,1.0,0,1,33018,0,25.83,-80.58
30453,105,225,147,1,34,0,1,0,0,1245,1722.1161331374108,139.6841749596147,360.0,1.0,2,1,33162,1,25.94,-80.4
30454,372,15,64,1,34,0,0,0,0,5766,2084.3462723065877,141.4433853714532,360.0,1.0,2,1,33182,0,25.48,-80.5
30455,81,200,165,1,31,0,0,0,1,1720,2494.0333345453473,212.05375369373166,180.0,1.0,2,1,33138,3,25.67,-80.33
30461,163,329,6,1,23,0,0,0,0,1248,1599.4935943278822,105.60803611157564,360.0,1.0,2,1,33190,3,25.7,-80.45
30463,385,140,159,1,40,1,0,0,0,3315,1856.0934578555716,102.39836251268154,360.0,1.0,1,1,33172,3,25.53,-80.31
30464,231,243,139,1,29,1,0,0,0,911,2066.1845309744704,135.46775180065956,360.0,1.0,1,1,33182,3,25.88,-80.18
30465,218,157,11,1,44,0,2,0,0,2286,2704.3125553386412,101.4112599168125,360.0,1.0,2,1,33125,3,25.67,-80.28
30467,81,359,16,1,30,0,0,1,0,912,958.652883647182,209.15615905399903,84.0,1.0,0,1,33149,3,25.81,-80.35
30471,367,57,26,1,39,0,0,0,0,2009,1896.5479924331953,178.1195077337741,360.0,1.0,1,0,33018,3,25.7,-80.3
30473,295,211,114,1,26,0,0,0,0,3895,669.0257149355386,114.20224288066674,360.0,1.0,1,1,33194,7,25.82,-80.47
30475,221,77,130,1,20,0,1,1,1,3097,2710.958761790848,105.91465606637442,180.0,1.0,0,0,33169,3,25.56,-80.14
30476,298,239,135,1,24,0,0,0,0,1000,2118.606473355403,109.6195070074376,180.0,1.0,1,1,33185,3,25.94,-80.18
30478,359,152,38,1,20,0,0,0,0,2243,3037.2923522748097,142.43396667037555,360.0,0.0,1,0,33139,1,25.77,-80.35
30479,73,46,96,1,48,1,0,0,0,1346,2649.176321752195,109.77265378816757,360.0,0.0,2,1,33013,3,25.88,-80.46
30480,361,231,114,1,26,1,2,0,0,1505,1964.5840662881744,109.55567218256387,360.0,1.0,0,1,33139,3,25.86,-80.18
30482,183,73,166,1,22,0,1,1,0,3268,1691.8704365010522,253.52774023384438,360.0,0.0,0,1,33165,3,25.76,-80.36
30483,43,112,114,1,31,0,1,0,0,3915,588.9721566632654,109.3424856766916,360.0,0.0,0,1,33184,3,25.76,-80.34
30487,153,221,25,1,19,0,2,0,0,2166,2046.5553151312479,172.64775897553227,360.0,1.0,0,1,33031,3,25.85,-80.2
30488,106,15,11,1,47,1,0,0,0,2707,1116.4022063072152,154.94179132528956,180.0,1.0,0,1,33156,3,25.53,-80.3
30490,223,236,29,1,26,1,2,0,1,7118,1525.6545447146534,164.6179458016294,240.0,1.0,1,0,33135,1,25.71,-80.36
30492,47,35,1,1,25,0,0,0,0,1238,2016.9471122714729,110.72324276931417,180.0,1.0,0,0,33190,3,25.64,-80.49
30494,339,206,23,1,21,0,0,0,0,1220,1871.0394629826346,153.6504191803685,360.0,1.0,0,1,33056,0,25.95,-80.41
30496,102,115,145,1,21,0,1,0,0,1296,2375.867512949652,136.46526190677102,360.0,0.0,1,1,33194,3,25.93,-80.29
30497,83,74,91,1,19,0,0,1,0,1008,804.6849822435735,105.07237583462695,360.0,0.0,0,1,33137,3,25.85,-80.14
30499,284,248,129,1,36,0,0,1,0,1077,1986.295670649103,202.46861394630054,360.0,1.0,1,1,33190,3,25.85,-80.41
30501,208,286,157,1,21,0,3,1,1,1439,2486.040370109436,173.13356699602488,360.0,0.0,2,1,33190,3,25.52,-80.15
30504,316,222,42,1,32,0,0,0,0,1616,1733.3235682922812,119.13558305920667,360.0,1.0,0,1,33157,3,25.76,-80.18
30507,153,23,138,1,45,0,2,0,0,1054,2353.512711356462,108.72883520148356,360.0,1.0,1,1,33125,0,25.82,-80.41
30509,14,252,53,1,37,0,0,0,0,1086,1186.9527519921119,102.06296277314642,360.0,1.0,0,1,33139,3,25.75,-80.3
30511,397,189,62,1,26,1,0,0,0,1212,2403.3396088115123,187.51322107180482,36.0,1.0,0,1,33178,3,25.9,-80.24
30512,389,261,152,1,48,0,0,0,0,1389,1246.942543935434,166.2206365447088,360.0,1.0,0,1,33185,3,25.52,-80.3
30515,390,79,18,1,24,0,0,0,0,2767,1450.4797429716386,101.92502175785879,360.0,1.0,2,1,33035,3,25.85,-80.31
30519,319,287,21,1,19,1,0,0,0,2443,2806.8941853508236,111.46355647522536,84.0,1.0,0,0,33013,0,25.61,-80.5
30523,364,207,24,1,33,1,2,0,0,1059,1355.8067967268498,101.52138338087538,360.0,1.0,0,0,33012,1,25.76,-80.35
30524,338,156,114,1,19,0,0,0,0,2609,1345.3868278888776,175.75195303066658,360.0,1.0,0,1,33149,3,25.61,-80.18
30530,369,69,26,1,27,1,0,0,0,1371,1786.196019029751,184.76644759386608,180.0,1.0,1,1,33035,3,25.76,-80.18
30534,300,348,32,1,25,1,2,0,0,2498,2400.0783532715695,107.90047976255437,180.0,0.0,0,1,33033,2,25.81,-80.4
30536,129,297,1,1,46,0,2,1,1,3149,1923.3159055226254,250.04154146424395,180.0,1.0,2,1,33139,0,25.76,-80.23
30537,390,278,155,1,28,0,0,0,0,1301,2298.2076829635757,232.8054045678664,360.0,1.0,1,1,33147,3,25.81,-80.24
30542,89,180,106,1,45,1,0,0,0,3290,1662.4250235290522,149.88687795826695,360.0,1.0,0,0,33193,3,25.7,-80.18
30543,2,177,135,1,38,0,0,1,0,1090,1012.6603049400537,122.5330409716514,360.0,1.0,2,1,33143,3,25.77,-80.2
30546,30,269,93,1,26,1,0,0,1,3399,1490.3276981097147,171.72964019402772,360.0,1.0,2,1,33134,3,25.89,-80.15
30547,28,278,1,1,35,1,0,0,0,1080,1600.7367625318243,99.46375806077552,360.0,1.0,1,1,33150,3,25.92,-80.14
30550,337,300,18,1,20,1,0,0,0,1967,2068.586032875076,290.94288272411336,360.0,1.0,2,0,33137,3,25.81,-80.18
30554,266,117,11,1,28,0,2,0,0,1958,816.1638144401411,112.81177513858934,360.0,0.0,0,1,33142,1,25.66,-80.21
30556,234,43,96,1,36,0,2,0,0,1828,1291.983874405554,132.4752349696409,360.0,1.0,2,1,33018,1,25.65,-80.39
30564,273,240,119,1,29,0,3,0,0,1384,1364.6029207218792,124.73763304087183,360.0,1.0,1,0,33189,6,25.85,-80.28
30565,212,68,102,1,45,0,0,0,0,5477,2302.9636138584438,143.75795121844783,360.0,1.0,0,0,33126,3,25.89,-80.34
30567,175,312,65,1,51,0,0,1,0,2610,2134.68089001826,133.80827527323004,360.0,1.0,1,1,33162,3,25.94,-80.18
30572,265,301,19,1,20,0,0,0,0,1987,1844.7617526351578,194.40869282713982,360.0,1.0,0,0,33155,3,25.75,-80.24
30574,319,252,88,1,28,0,2,0,0,1582,1732.7456284649193,132.28831009425602,480.0,1.0,0,1,33056,3,25.85,-80.18
30580,266,74,135,1,43,0,0,1,0,1389,1951.9114692155515,229.04239784810616,360.0,1.0,2,1,33141,3,25.7,-80.26
30582,281,207,136,1,38,0,2,0,0,1239,2150.1599837106874,253.2314465885221,360.0,0.0,2,1,33157,4,25.9,-80.18
30586,327,128,84,1,44,0,1,0,0,1829,2644.1311809792533,262.6557332602989,360.0,1.0,0,0,33134,3,25.85,-80.18
30594,250,79,16,0,19,1,0,1,0,1705,2768.071087709297,117.31486750718972,360.0,0.0,1,1,33157,3,25.48,-80.28
30597,350,212,16,1,25,1,0,0,0,3685,2445.8674170315544,173.32300703918665,360.0,1.0,0,1,33146,3,25.52,-80.2
30600,390,289,81,0,33,0,2,0,0,1544,2163.5962656924776,147.26910081508336,360.0,1.0,0,1,33033,1,25.76,-80.31
30601,150,194,96,1,41,1,2,0,0,5950,1462.7777951917208,160.5766346228196,360.0,1.0,0,0,33185,0,25.96,-80.28
30603,75,248,73,1,21,1,0,0,0,1879,1761.3425077933948,125.26327927313694,180.0,1.0,1,1,33147,3,25.7,-80.4
30605,383,315,11,1,27,1,0,0,0,1454,2812.3812374076715,128.0689807341842,360.0,1.0,1,1,33128,4,25.82,-80.38
30608,264,312,72,1,42,0,1,0,1,6855,2418.547783437998,150.93510431211675,360.0,0.0,0,1,33030,7,25.72,-80.24
30613,154,0,98,0,22,1,0,0,0,1578,1865.2560789823638,127.7375281003072,360.0,0.0,1,0,33149,3,25.81,-80.46
30615,20,336,0,1,19,0,0,0,0,1520,1064.3629239658208,163.7289625196214,300.0,0.0,2,0,33137,3,25.6,-80.18
30627,188,274,99,1,29,0,0,0,0,2848,1119.8838464137289,138.16802236566542,360.0,0.0,1,1,33173,3,25.56,-80.3
30630,315,171,144,1,22,0,1,0,0,1609,2320.084024487097,189.37599613331582,360.0,1.0,1,1,33101,1,25.48,-80.2
30632,268,305,156,1,22,1,2,0,0,2954,1476.957019750276,146.01481867849506,360.0,1.0,0,0,33125,3,25.48,-80.17
30633,249,301,135,1,21,1,0,1,0,2266,1826.5550044717652,97.49122619602488,360.0,1.0,2,0,33135,1,25.7,-80.2
30634,245,35,65,0,25,1,0,0,0,1285,1782.1025262321532,112.10150914500677,360.0,1.0,0,1,33162,3,25.76,-80.16
30638,28,337,136,0,41,1,0,0,0,2665,674.0201294549067,164.44234942849124,360.0,1.0,0,1,33187,3,25.92,-80.49
30642,113,335,7,1,24,0,0,1,0,2392,766.1011254999371,164.70884435083838,360.0,1.0,1,0,33176,3,25.77,-80.3
30648,80,265,115,1,27,1,3,0,0,2258,4090.7848888075196,212.7491748301813,360.0,1.0,2,1,33127,3,25.95,-80.34
30650,300,103,101,1,23,1,0,0,0,1239,3304.6461055548707,129.2086044159735,360.0,1.0,0,1,33134,0,25.92,-80.41
30653,276,207,18,1,40,0,0,0,0,1579,3822.922088981629,220.79588126701884,360.0,1.0,1,1,33137,3,25.77,-80.45
30654,380,128,90,1,35,0,0,0,0,2712,1637.1530304541432,143.27453773978573,84.0,1.0,0,1,33145,3,25.77,-80.26
30656,154,183,114,0,41,1,0,0,0,2978,1031.260726021541,245.70503407431426,360.0,1.0,2,1,33149,3,25.76,-80.51
30657,35,98,11,1,34,1,0,0,0,830,897.3764659302223,189.26179164183537,360.0,1.0,1,1,33030,1,25.77,-80.3
